"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
15315,69,3,551.54,3,3,3,"333","Loyal Customers"
15316,331,1,165,1,1,1,"111","Lost"
15318,8,1,312.62,5,1,2,"512","New Customers"
15319,288,1,204.5,1,1,1,"111","Lost"
15320,49,1,267.13,3,1,2,"312","Others"
15321,54,4,2650.73,3,4,5,"345","Loyal Customers"
15322,69,2,602.97,3,2,3,"323","Others"
15325,108,1,162.29,2,1,1,"211","Lost"
15326,338,1,311.71,1,1,2,"112","Lost"
15327,57,1,208.75,3,1,1,"311","Others"
15329,40,5,1005.5,3,4,4,"344","Loyal Customers"
15330,37,2,714.96,3,2,3,"323","Others"
15332,371,4,1661.06,1,4,4,"144","At Risk"
15333,213,1,1028.56,1,1,4,"114","Lost"
15334,161,3,351.67,2,3,2,"232","Others"
15335,58,1,173.97,3,1,1,"311","Others"
15339,71,3,557.57,3,3,3,"333","Loyal Customers"
15341,85,1,2020.52,2,1,5,"215","Lost"
15342,121,2,391.76,2,2,2,"222","Lost"
15343,92,1,364.5,2,1,2,"212","Lost"
15344,5,5,476.58,5,4,3,"543","Loyal Customers"
15345,40,2,367.69,3,2,2,"322","Others"
15346,337,1,252.42,1,1,2,"112","Lost"
15347,371,1,201.6,1,1,1,"111","Lost"
15348,77,1,158.04,2,1,1,"211","Lost"
15349,163,2,473.81,2,2,3,"223","Lost"
15350,378,1,115.65,1,1,1,"111","Lost"
15351,17,10,1862.14,4,5,4,"454","Champions"
15353,259,2,777.02,1,2,3,"123","Lost"
15355,34,2,277.05,4,2,2,"422","New Customers"
15356,36,10,2766.5,4,5,5,"455","Champions"
15358,9,29,8234.8,5,5,5,"555","Champions"
15360,44,1,427.93,3,1,2,"312","Others"
15361,366,1,418.92,1,1,2,"112","Lost"
15363,246,2,318.05,1,2,2,"122","Lost"
15364,100,2,913.19,2,2,4,"224","Lost"
15365,30,9,1330.45,4,5,4,"454","Champions"
15366,80,2,602.51,2,2,3,"223","Lost"
15367,62,5,1867.69,3,4,4,"344","Loyal Customers"
15368,26,1,446.94,4,1,2,"412","New Customers"
15369,149,1,-1592.49,2,1,1,"211","Lost"
15370,45,8,2360.55,3,5,5,"355","Loyal Customers"
15372,142,1,2007.4,2,1,5,"215","Lost"
15373,13,13,2213.11,5,5,5,"555","Champions"
15374,133,1,168,2,1,1,"211","Lost"
15376,45,3,1233.36,3,3,4,"334","Loyal Customers"
15379,174,8,3631.89,2,5,5,"255","At Risk"
15380,13,6,1682.36,5,4,4,"544","Champions"
15381,218,2,596.85,1,2,3,"123","Lost"
15382,19,8,5927.86,4,5,5,"455","Champions"
15384,174,3,635.76,2,3,3,"233","Others"
15385,45,1,316.88,3,1,2,"312","Others"
15386,191,1,394.14,1,1,2,"112","Lost"
15388,275,1,140.54,1,1,1,"111","Lost"
15389,177,1,500,2,1,3,"213","Lost"
15392,9,5,1515.73,5,4,4,"544","Champions"
15393,21,2,231.86,4,2,1,"421","New Customers"
15394,14,4,2183.54,5,4,5,"545","Champions"
15395,330,1,107.45,1,1,1,"111","Lost"
15396,117,1,288.18,2,1,2,"212","Lost"
15397,294,1,94,1,1,1,"111","Lost"
15398,21,3,1339.63,4,3,4,"434","Loyal Customers"
15399,6,3,815.77,5,3,3,"533","Loyal Customers"
15400,97,6,666.7,2,4,3,"243","At Risk"
15402,153,2,626.77,2,2,3,"223","Lost"
15405,194,1,349.1,1,1,2,"112","Lost"
15406,23,4,426.61,4,4,2,"442","Loyal Customers"
15407,38,4,1056.44,3,4,4,"344","Loyal Customers"
15408,269,1,267.18,1,1,2,"112","Lost"
15410,89,8,3450.84,2,5,5,"255","At Risk"
15411,31,5,1346.38,4,4,4,"444","Champions"
15412,176,1,190.53,2,1,1,"211","Lost"
15414,14,3,774.9,5,3,3,"533","Loyal Customers"
15415,318,1,572.81,1,1,3,"113","Lost"
15416,69,5,3974.37,3,4,5,"345","Loyal Customers"
15417,90,1,508.8,2,1,3,"213","Lost"
15419,29,1,135.86,4,1,1,"411","New Customers"
15421,63,4,950.36,3,4,4,"344","Loyal Customers"
15422,328,2,97.7,1,2,1,"121","Lost"
15423,43,1,43.5,3,1,1,"311","Others"
15424,259,2,383.34,1,2,2,"122","Lost"
15426,24,7,1429.9,4,5,4,"454","Champions"
15427,38,3,1483.14,3,3,4,"334","Loyal Customers"
15428,20,1,93.78,4,1,1,"411","New Customers"
15429,31,3,364.9,4,3,2,"432","Loyal Customers"
15432,28,1,171.19,4,1,1,"411","New Customers"
15433,84,3,417.87,2,3,2,"232","Others"
15434,13,6,997.48,5,4,4,"544","Champions"
15435,27,1,149.29,4,1,1,"411","New Customers"
15436,17,3,1122.53,4,3,4,"434","Loyal Customers"
15437,267,1,200.16,1,1,1,"111","Lost"
15438,136,1,156.58,2,1,1,"211","Lost"
15440,59,3,383.68,3,3,2,"332","Loyal Customers"
15442,253,1,594,1,1,3,"113","Lost"
15443,6,8,3212.16,5,5,5,"555","Champions"
15444,14,2,1418.26,5,2,4,"524","New Customers"
15445,269,1,113.5,1,1,1,"111","Lost"
15447,335,1,155.17,1,1,1,"111","Lost"
15448,317,1,494.64,1,1,3,"113","Lost"
15449,31,5,971.22,4,4,4,"444","Champions"
15450,35,1,429.84,4,1,2,"412","New Customers"
15452,34,3,538.73,4,3,3,"433","Loyal Customers"
15453,6,7,1388.37,5,5,4,"554","Champions"
15454,367,1,179.1,1,1,1,"111","Lost"
15456,288,3,447.22,1,3,2,"132","Others"
15457,267,1,237.07,1,1,2,"112","Lost"
15458,30,1,161.64,4,1,1,"411","New Customers"
15460,359,1,216.76,1,1,1,"111","Lost"
15462,99,3,234.6,2,3,2,"232","Others"
15463,34,1,126.14,4,1,1,"411","New Customers"
15464,343,1,1048.85,1,1,4,"114","Lost"
15465,24,24,6945.02,4,5,5,"455","Champions"
15466,90,1,334.53,2,1,2,"212","Lost"
15467,14,4,511.88,5,4,3,"543","Loyal Customers"
15468,40,5,438.46,3,4,2,"342","Loyal Customers"
15469,48,4,504.5,3,4,3,"343","Loyal Customers"
15471,7,1,469.48,5,1,3,"513","New Customers"
15472,118,1,371.56,2,1,2,"212","Lost"
15473,19,10,1465.2,4,5,4,"454","Champions"
15475,82,1,454.11,2,1,2,"212","Lost"
15478,45,2,1441.42,3,2,4,"324","Others"
15480,121,1,905.5,2,1,3,"213","Lost"
15482,20,16,6568.72,4,5,5,"455","Champions"
15483,166,4,233.81,2,4,1,"241","At Risk"
15484,6,5,3563.11,5,4,5,"545","Champions"
15485,35,3,2575,4,3,5,"435","Loyal Customers"
15488,97,1,91.32,2,1,1,"211","Lost"
15489,27,4,1090.03,4,4,4,"444","Champions"
15491,100,7,3090.85,2,5,5,"255","At Risk"
15492,33,2,659.46,4,3,3,"433","Loyal Customers"
15493,37,7,1967.25,3,5,4,"354","Loyal Customers"
15494,26,2,1299.23,4,3,4,"434","Loyal Customers"
15497,22,3,1259.7,4,3,4,"434","Loyal Customers"
15498,5,35,12396.46,5,5,5,"555","Champions"
15500,13,4,1131.56,5,4,4,"544","Champions"
15502,20,23,5541.46,4,5,5,"455","Champions"
15503,367,1,147.09,1,1,1,"111","Lost"
15504,86,1,52.83,2,1,1,"211","Lost"
15505,57,7,3497.14,3,5,5,"355","Loyal Customers"
15506,27,3,979.26,4,3,4,"434","Loyal Customers"
15507,176,1,492.36,2,1,3,"213","Lost"
15508,194,6,1000.27,1,4,4,"144","At Risk"
15510,335,1,250,1,1,2,"112","Lost"
15511,16,5,909.23,4,4,3,"443","Loyal Customers"
15512,160,2,121,2,3,1,"231","Others"
15513,36,22,14520.08,4,5,5,"455","Champions"
15514,17,13,2963.19,4,5,5,"455","Champions"
15516,49,3,62.43,3,3,1,"331","Loyal Customers"
15517,238,1,267.03,1,1,2,"112","Lost"
15518,69,13,1911.89,3,5,4,"354","Loyal Customers"
15520,6,1,343.5,5,1,2,"512","New Customers"
15521,41,13,2574.65,3,5,5,"355","Loyal Customers"
15522,37,2,398.84,3,3,2,"332","Loyal Customers"
15523,89,1,412.01,2,1,2,"212","Lost"
15524,29,1,440,4,1,2,"412","New Customers"
15525,7,4,811.02,5,4,3,"543","Loyal Customers"
15526,38,2,148.44,3,3,1,"331","Loyal Customers"
15527,23,10,2348.82,4,5,5,"455","Champions"
15528,259,1,229.33,1,1,1,"111","Lost"
15529,27,12,3967.78,4,5,5,"455","Champions"
15530,26,4,1502.35,4,4,4,"444","Champions"
15531,13,2,2007.44,5,3,5,"535","Loyal Customers"
15532,30,6,1517.08,4,4,4,"444","Champions"
15533,24,5,746.92,4,4,3,"443","Loyal Customers"
15535,178,7,459.9,2,5,2,"252","At Risk"
15537,168,1,110.92,2,1,1,"211","Lost"
15539,12,1,538.46,5,1,3,"513","New Customers"
15540,16,1,213.3,4,1,1,"411","New Customers"
15541,119,1,85.13,2,1,1,"211","Lost"
15543,293,1,127.86,1,1,1,"111","Lost"
15544,13,11,3542.51,5,5,5,"555","Champions"
15545,59,2,292.72,3,3,2,"332","Loyal Customers"
15547,12,14,4954.84,5,5,5,"555","Champions"
15549,82,4,1655.76,2,4,4,"244","At Risk"
15550,9,4,575.63,5,4,3,"543","Loyal Customers"
15551,41,1,436.06,3,1,2,"312","Others"
15552,222,1,90.12,1,1,1,"111","Lost"
15553,65,1,437.23,3,1,2,"312","Others"
15554,282,1,217.2,1,1,1,"111","Lost"
15555,17,20,4758.2,4,5,5,"455","Champions"
15556,29,1,279.77,4,1,2,"412","New Customers"
15557,33,1,473.65,4,1,3,"413","New Customers"
15561,16,5,722.74,5,4,3,"543","Loyal Customers"
15562,356,1,134.55,1,1,1,"111","Lost"
15563,13,7,1319.69,5,5,4,"554","Champions"
15565,55,2,173.16,3,3,1,"331","Loyal Customers"
15567,23,1,186.01,4,1,1,"411","New Customers"
15568,7,3,758.29,5,3,3,"533","Loyal Customers"
15569,108,5,1375.71,2,4,4,"244","At Risk"
15570,12,13,4109.97,5,5,5,"555","Champions"
15571,16,4,650.43,5,4,3,"543","Loyal Customers"
15572,9,7,2552.86,5,5,5,"555","Champions"
15573,36,2,607.45,4,3,3,"433","Loyal Customers"
15574,182,4,702.25,2,4,3,"243","At Risk"
15576,42,1,940.67,3,1,4,"314","Others"
15577,156,3,258.88,2,3,2,"232","Others"
15578,167,1,127.1,2,1,1,"211","Lost"
15579,73,2,348.6,3,3,2,"332","Loyal Customers"
15581,125,14,3429.97,2,5,5,"255","At Risk"
15582,29,3,682.91,4,3,3,"433","Loyal Customers"
15584,28,5,722.61,4,4,3,"443","Loyal Customers"
15585,181,1,455.3,2,1,2,"212","Lost"
15587,55,4,913.68,3,4,4,"344","Loyal Customers"
15589,257,4,456.58,1,4,2,"142","At Risk"
15590,294,1,-30.19,1,1,1,"111","Lost"
15592,51,1,388.58,3,1,2,"312","Others"
15593,75,1,199.8,3,1,1,"311","Others"
15594,20,6,1767.53,4,4,4,"444","Champions"
15596,105,9,1343.34,2,5,4,"254","At Risk"
15597,34,2,315.72,4,3,2,"432","Loyal Customers"
15598,40,3,235.68,3,3,2,"332","Loyal Customers"
15599,31,2,761.74,4,3,3,"433","Loyal Customers"
15601,16,17,6745.36,5,5,5,"555","Champions"
15602,13,15,1083.63,5,5,4,"554","Champions"
15603,83,1,48.48,2,1,1,"211","Lost"
15604,57,1,216.39,3,1,1,"311","Others"
15605,41,5,1198.23,3,4,4,"344","Loyal Customers"
15606,62,11,2422.64,3,5,5,"355","Loyal Customers"
15607,341,1,104.76,1,1,1,"111","Lost"
15608,33,4,1093.68,4,4,4,"444","Champions"
15609,187,2,270.03,1,3,2,"132","Others"
15610,56,1,112.46,3,1,1,"311","Others"
15611,14,15,1568.39,5,5,4,"554","Champions"
15612,41,2,195.15,3,3,1,"331","Loyal Customers"
15615,15,27,10360.04,5,5,5,"555","Champions"
15618,37,5,747.031,3,4,3,"343","Loyal Customers"
15619,15,1,336.4,5,1,2,"512","New Customers"
15620,55,6,1524.4,3,4,4,"344","Loyal Customers"
15621,9,6,1158.77,5,4,4,"544","Champions"
15622,8,16,3224.53,5,5,5,"555","Champions"
15623,146,1,301.03,2,1,2,"212","Lost"
15624,121,4,588.13,2,4,3,"243","At Risk"
15625,105,8,1504.56,2,5,4,"254","At Risk"
15626,79,2,675.8,2,3,3,"233","Others"
15628,9,10,2865.64,5,5,5,"555","Champions"
15630,50,3,1180.4,3,3,4,"334","Loyal Customers"
15632,20,10,3147.31,4,5,5,"455","Champions"
15634,22,1,243.55,4,1,2,"412","New Customers"
15636,94,2,724.76,2,3,3,"233","Others"
15637,57,1,223.36,3,1,1,"311","Others"
15638,306,1,-94,1,1,1,"111","Lost"
15639,139,1,425.32,2,1,2,"212","Lost"
15640,9,17,12433.34,5,5,5,"555","Champions"
15641,110,4,1887.2,2,4,4,"244","At Risk"
15643,184,6,647.4,1,4,3,"143","At Risk"
15644,171,4,813,2,4,3,"243","At Risk"
15645,23,1,612.01,4,1,3,"413","New Customers"
15646,162,4,425.14,2,4,2,"242","At Risk"
15648,209,4,599.9,1,4,3,"143","At Risk"
15649,341,2,816,1,3,3,"133","Others"
15651,41,3,646.3,3,3,3,"333","Loyal Customers"
15652,96,1,337.74,2,1,2,"212","Lost"
15653,97,2,877.44,2,3,3,"233","Others"
15654,14,2,922.53,5,3,4,"534","Loyal Customers"
15655,238,2,511.32,1,3,3,"133","Others"
15656,50,4,748.5,3,4,3,"343","Loyal Customers"
15657,27,1,30,4,1,1,"411","New Customers"
15658,195,8,958.9,1,5,4,"154","At Risk"
15659,48,1,306.45,3,1,2,"312","Others"
15660,30,12,1552.01,4,5,4,"454","Champions"
15661,322,2,309.8,1,3,2,"132","Others"
15663,111,1,138.14,2,1,1,"211","Lost"
15664,55,2,358.63,3,3,2,"332","Loyal Customers"
15665,173,2,2242.01,2,3,5,"235","Others"
15667,44,1,301.32,3,1,2,"312","Others"
15668,222,1,76.32,1,1,1,"111","Lost"
15669,45,5,677.69,3,4,3,"343","Loyal Customers"
15670,301,1,173.05,1,1,1,"111","Lost"
15671,23,10,2635.49,4,5,5,"455","Champions"
15673,93,4,2881.02,2,4,5,"245","At Risk"
15674,78,8,1744.02,2,5,4,"254","At Risk"
15675,86,3,323.69,2,3,2,"232","Others"
15676,14,5,3324.09,5,4,5,"545","Champions"
15677,54,1,657.23,3,1,3,"313","Others"
15678,57,1,352.7,3,1,2,"312","Others"
15679,29,4,781.28,4,4,3,"443","Loyal Customers"
15680,14,3,1333.68,5,3,4,"534","Loyal Customers"
15681,23,6,946.36,4,4,4,"444","Champions"
15683,122,1,193.75,2,1,1,"211","Lost"
15687,13,11,2981.5,5,5,5,"555","Champions"
15689,124,2,254.1,2,3,2,"232","Others"
15690,9,2,239.76,5,3,2,"532","Loyal Customers"
15691,257,1,136.8,1,1,1,"111","Lost"
15692,33,1,191.04,4,1,1,"411","New Customers"
15694,5,15,6423.6,5,5,5,"555","Champions"
15695,271,2,409.98,1,3,2,"132","Others"
15696,38,12,2644.46,3,5,5,"355","Loyal Customers"
15699,22,1,309.65,4,1,2,"412","New Customers"
15700,177,3,664.03,2,3,3,"233","Others"
15701,7,4,1542.14,5,4,4,"544","Champions"
15703,269,1,211.5,1,1,1,"111","Lost"
15704,145,4,2293.62,2,4,5,"245","At Risk"
15705,206,1,143.1,1,1,1,"111","Lost"
15706,64,7,1001.81,3,5,4,"354","Loyal Customers"
15707,40,4,945.58,3,4,4,"344","Loyal Customers"
15708,45,11,3329.72,3,5,5,"355","Loyal Customers"
15709,288,1,133.25,1,1,1,"111","Lost"
15712,14,5,1072.36,5,4,4,"544","Champions"
15713,148,3,346.75,2,3,2,"232","Others"
15714,16,2,330.88,5,3,2,"532","Loyal Customers"
15716,150,4,1118.81,2,4,4,"244","At Risk"
15717,239,1,150.3,1,1,1,"111","Lost"
15719,37,14,5043.96,3,5,5,"355","Loyal Customers"
15720,29,1,598.73,4,1,3,"413","New Customers"
15721,16,1,507.08,5,1,3,"513","New Customers"
15722,40,6,2181.21,3,4,5,"345","Loyal Customers"
15723,369,1,203.1,1,1,1,"111","Lost"
15724,206,3,212.3,1,3,1,"131","Others"
15725,20,1,415.25,4,1,2,"412","New Customers"
15727,21,7,5178.96,4,5,5,"455","Champions"
15728,54,1,-134.8,3,1,1,"311","Others"
15729,203,2,62,1,3,1,"131","Others"
15730,70,4,1108.38,3,4,4,"344","Loyal Customers"
15732,217,2,294.12,1,3,2,"132","Others"
15733,287,1,162.3,1,1,1,"111","Lost"
15734,119,2,1339.45,2,3,4,"234","Others"
15737,19,12,1121.21,4,5,4,"454","Champions"
15738,23,19,4788.77,4,5,5,"455","Champions"
15739,71,1,449.12,3,1,2,"312","Others"
15740,54,1,154.88,3,1,1,"311","Others"
15743,21,4,784.46,4,4,3,"443","Loyal Customers"
15744,82,1,34.8,2,1,1,"211","Lost"
15745,13,6,1071.24,5,4,4,"544","Champions"
15746,139,2,182.96,2,3,1,"231","Others"
15747,17,3,974.04,4,3,4,"434","Loyal Customers"
15748,45,1,149.31,3,1,1,"311","Others"
15749,240,4,21535.9,1,4,5,"145","At Risk"
15750,7,9,2451.23,5,5,5,"555","Champions"
15752,44,8,2628.93,3,5,5,"355","Loyal Customers"
15753,309,1,79.2,1,1,1,"111","Lost"
15754,55,4,455.67,3,4,2,"342","Loyal Customers"
15755,6,8,2318.88,5,5,5,"555","Champions"
15756,66,4,532.96,3,4,3,"343","Loyal Customers"
15757,70,2,714.42,3,3,3,"333","Loyal Customers"
15758,29,1,205.25,4,1,1,"411","New Customers"
15759,223,3,253.04,1,3,2,"132","Others"
15762,70,2,583.75,3,3,3,"333","Loyal Customers"
15763,36,3,1048.67,4,3,4,"434","Loyal Customers"
15764,86,10,3245.47,2,5,5,"255","At Risk"
15766,69,1,315.06,3,1,2,"312","Others"
15768,120,4,581.83,2,4,3,"243","At Risk"
15769,12,29,51823.72,5,5,5,"555","Champions"
15773,10,1,635.68,5,1,3,"513","New Customers"
15774,73,1,270.8,3,1,2,"312","Others"
15775,250,1,104.9,1,1,1,"111","Lost"
15776,138,1,241.62,2,1,2,"212","Lost"
15777,246,5,1021.61,1,4,4,"144","At Risk"
15780,188,3,475.28,1,3,3,"133","Others"
15781,30,4,333.56,4,4,2,"442","Loyal Customers"
15782,14,4,2593.94,5,4,5,"545","Champions"
15783,15,1,246.3,5,1,2,"512","New Customers"
15785,34,8,2303.75,4,5,5,"455","Champions"
15786,48,5,4834.2,3,4,5,"345","Loyal Customers"
15787,31,3,948.05,4,3,4,"434","Loyal Customers"
15789,363,1,351.3,1,1,2,"112","Lost"
15790,15,1,220.85,5,1,1,"511","New Customers"
15791,48,3,1604.44,3,3,4,"334","Loyal Customers"
15793,14,4,948.96,5,4,4,"544","Champions"
15795,154,1,610.01,2,1,3,"213","Lost"
15796,6,10,2666.61,5,5,5,"555","Champions"
15797,118,4,2207.4,2,4,5,"245","At Risk"
15799,80,3,884.14,2,3,3,"233","Others"
15800,112,2,699.08,2,3,3,"233","Others"
15801,51,4,1042.19,3,4,4,"344","Loyal Customers"
15802,147,3,-451.42,2,3,1,"231","Others"
15803,56,1,415.82,3,1,2,"312","Others"
15804,5,19,3848.55,5,5,5,"555","Champions"
15805,28,20,5452.17,4,5,5,"455","Champions"
15806,51,3,784.58,3,3,3,"333","Loyal Customers"
15807,55,3,903.9,3,3,3,"333","Loyal Customers"
15808,311,5,3724.77,1,4,5,"145","At Risk"
15809,40,6,399.21,3,4,2,"342","Loyal Customers"
15810,83,7,1145.43,2,5,4,"254","At Risk"
15811,22,9,2171.32,4,5,5,"455","Champions"
15812,112,5,1801.14,2,4,4,"244","At Risk"
15813,212,2,1303.91,1,3,4,"134","Others"
15814,8,6,1842.73,5,4,4,"544","Champions"
15815,68,5,2100.6,3,4,5,"345","Loyal Customers"
15819,54,4,1905.45,3,4,4,"344","Loyal Customers"
15820,324,1,206.98,1,1,1,"111","Lost"
15821,49,2,570.96,3,3,3,"333","Loyal Customers"
15822,8,2,885.47,5,3,3,"533","Loyal Customers"
15823,342,2,-840.76,1,3,1,"131","Others"
15825,177,1,532.94,2,1,3,"213","Lost"
15826,56,4,1649.36,3,4,4,"344","Loyal Customers"
15827,78,20,1641.48,2,5,4,"254","At Risk"
15829,104,2,636.14,2,3,3,"233","Others"
15830,34,2,547.7,4,3,3,"433","Loyal Customers"
15831,63,4,747.76,3,4,3,"343","Loyal Customers"
15832,259,1,836.79,1,1,3,"113","Lost"
15834,75,6,2084.9,3,4,5,"345","Loyal Customers"
15835,49,4,954.09,3,4,4,"344","Loyal Customers"
15836,50,2,117.47,3,3,1,"331","Loyal Customers"
15837,69,1,391.98,3,1,2,"312","Others"
15838,16,21,33350.76,5,5,5,"555","Champions"
15839,30,5,1020.74,4,4,4,"444","Champions"
15840,63,3,345.66,3,3,2,"332","Loyal Customers"
15841,69,6,1209.1,3,4,4,"344","Loyal Customers"
15843,308,1,118.95,1,1,1,"111","Lost"
15844,51,1,130.74,3,1,1,"311","Others"
15845,22,10,3650.87,4,5,5,"455","Champions"
15847,43,2,389.27,3,3,2,"332","Loyal Customers"
15850,24,2,238.85,4,3,2,"432","Loyal Customers"
15852,191,2,160.71,1,3,1,"131","Others"
15853,56,1,110.8,3,1,1,"311","Others"
15854,9,12,2974.65,5,5,5,"555","Champions"
15855,141,5,712.24,2,4,3,"243","At Risk"
15856,9,31,16173.67,5,5,5,"555","Champions"
15857,23,1,297,4,1,2,"412","New Customers"
15858,20,5,1438.85,4,4,4,"444","Champions"
15860,45,8,977.21,3,5,4,"354","Loyal Customers"
15861,17,9,3000.36,4,5,5,"455","Champions"
15862,13,4,832.88,5,4,3,"543","Loyal Customers"
15863,30,2,68.84,4,3,1,"431","Loyal Customers"
15864,27,8,1769.78,4,5,4,"454","Champions"
15865,45,3,895.13,3,3,3,"333","Loyal Customers"
15866,106,1,230.53,2,1,1,"211","Lost"
15867,10,16,3797.79,5,5,5,"555","Champions"
15869,282,2,149.64,1,3,1,"131","Others"
15870,37,1,354.09,3,1,2,"312","Others"
15872,19,2,360.93,4,3,2,"432","Loyal Customers"
15874,68,9,4330.67,3,5,5,"355","Loyal Customers"
15877,6,3,440.78,5,3,2,"532","Loyal Customers"
15880,374,2,313.28,1,3,2,"132","Others"
15881,317,8,438.24,1,5,2,"152","At Risk"
15882,203,5,495.36,1,4,3,"143","At Risk"
15883,7,2,396.48,5,3,2,"532","Loyal Customers"
15885,97,3,379.35,2,3,2,"232","Others"
15886,65,1,181.09,3,1,1,"311","Others"
15888,84,2,141.27,2,3,1,"231","Others"
15889,161,2,446.87,2,3,2,"232","Others"
15891,231,1,524.52,1,1,3,"113","Lost"
15894,258,2,263.55,1,3,2,"132","Others"
15895,154,1,179.17,2,1,1,"211","Lost"
15897,199,2,222.05,1,3,1,"131","Others"
15898,6,6,1384.68,5,4,4,"544","Champions"
15899,373,1,56.25,1,1,1,"111","Lost"
15900,28,1,351.11,4,1,2,"412","New Customers"
15901,21,3,363.88,4,3,2,"432","Loyal Customers"
15903,14,8,5126.34,5,5,5,"555","Champions"
15904,13,1,164.68,5,1,1,"511","New Customers"
15906,24,8,1521.79,4,5,4,"454","Champions"
15907,8,3,967.45,5,3,4,"534","Loyal Customers"
15909,178,1,191.94,2,1,1,"211","Lost"
15910,5,8,1232.18,5,5,4,"554","Champions"
15912,183,2,264.62,2,3,2,"232","Others"
15916,21,10,1491.24,4,5,4,"454","Champions"
15917,252,1,123.1,1,1,1,"111","Lost"
15918,195,2,334.23,1,3,2,"132","Others"
15919,24,2,639.89,4,3,3,"433","Loyal Customers"
15920,159,4,167.5,2,4,1,"241","At Risk"
15921,177,1,336.03,2,1,2,"212","Lost"
15922,377,2,363.6,1,3,2,"132","Others"
15923,377,1,127.08,1,1,1,"111","Lost"
15925,199,1,207.15,1,1,1,"111","Lost"
15930,72,1,426.63,3,1,2,"312","Others"
15932,9,11,2461.85,5,5,5,"555","Champions"
15933,26,3,1107.46,4,3,4,"434","Loyal Customers"
15935,244,2,416.86,1,3,2,"132","Others"
15937,69,1,145.35,3,1,1,"311","Others"
15938,117,5,404.58,2,4,2,"242","At Risk"
15939,94,16,6102.26,2,5,5,"255","At Risk"
15940,316,2,31.8,1,3,1,"131","Others"
15942,138,1,337.44,2,1,2,"212","Lost"
15944,281,1,325.1,1,1,2,"112","Lost"
15945,370,1,181,1,1,1,"111","Lost"
15947,87,1,1708.24,2,1,4,"214","Lost"
15948,13,2,955.24,5,3,4,"534","Loyal Customers"
15949,21,2,364.72,4,3,2,"432","Loyal Customers"
15950,6,5,1705.26,5,4,4,"544","Champions"
15951,6,3,669.57,5,3,3,"533","Loyal Customers"
15952,38,4,806.57,3,4,3,"343","Loyal Customers"
15953,20,10,1634.53,4,5,4,"454","Champions"
15955,29,16,4389.81,4,5,5,"455","Champions"
15957,36,1,428.89,4,1,2,"412","New Customers"
15958,79,1,104.35,2,1,1,"211","Lost"
15963,24,2,470.76,4,3,3,"433","Loyal Customers"
15965,22,4,845.64,4,4,3,"443","Loyal Customers"
15967,28,2,418.83,4,3,2,"432","Loyal Customers"
15969,7,4,582.9,5,4,3,"543","Loyal Customers"
15970,308,1,314.1,1,1,2,"112","Lost"
15971,22,12,4199.85,4,5,5,"455","Champions"
15973,240,3,99.77,1,3,1,"131","Others"
15974,44,8,3429.55,3,5,5,"355","Loyal Customers"
15975,89,1,371.01,2,1,2,"212","Lost"
15976,170,2,430.94,2,3,2,"232","Others"
15977,22,2,1054.73,4,3,4,"434","Loyal Customers"
15978,82,1,1098.78,2,1,4,"214","Lost"
15980,93,3,2398.86,2,3,5,"235","Others"
15981,29,8,3408.48,4,5,5,"455","Champions"
15983,27,4,1475.02,4,4,4,"444","Champions"
15984,7,11,2816.97,5,5,5,"555","Champions"
15985,128,3,1037.42,2,3,4,"234","Others"
15986,35,1,168.12,4,1,1,"411","New Customers"
15987,17,7,1451.28,4,5,4,"454","Champions"
15988,24,1,158.03,4,1,1,"411","New Customers"
15990,49,2,792.11,3,3,3,"333","Loyal Customers"
15992,8,1,41.99,5,1,1,"511","New Customers"
15993,13,10,2756.82,5,5,5,"555","Champions"
15994,59,1,427.07,3,1,2,"312","Others"
15996,93,7,1044.78,2,5,4,"254","At Risk"
15998,41,6,3084.17,3,4,5,"345","Loyal Customers"
16000,7,3,12393.7,5,3,5,"535","Loyal Customers"
16003,34,5,2735.37,4,4,5,"445","Champions"
16005,17,4,615.39,4,4,3,"443","Loyal Customers"
16006,216,1,101.4,1,1,1,"111","Lost"
16007,52,4,1701.94,3,4,4,"344","Loyal Customers"
16008,28,3,478.78,4,3,3,"433","Loyal Customers"
16009,27,4,992.71,4,4,4,"444","Champions"
16010,250,3,407.5,1,3,2,"132","Others"
16011,13,16,3362.71,5,5,5,"555","Champions"
16012,40,3,1415.29,3,3,4,"334","Loyal Customers"
16013,8,54,33366.25,5,5,5,"555","Champions"
16014,40,4,653.13,3,4,3,"343","Loyal Customers"
16015,8,4,690.54,5,4,3,"543","Loyal Customers"
16016,8,10,1483.31,5,5,4,"554","Champions"
16017,52,1,211.88,3,1,1,"311","Others"
16018,44,2,408.9,3,3,2,"332","Loyal Customers"
16019,6,10,3450.24,5,5,5,"555","Champions"
16020,21,3,851.01,4,3,3,"433","Loyal Customers"
16022,265,1,628.28,1,1,3,"113","Lost"
16023,51,3,719.81,3,3,3,"333","Loyal Customers"
16024,17,1,251.24,4,1,2,"412","New Customers"
16025,34,1,439.66,4,1,2,"412","New Customers"
16026,48,1,236.09,3,1,2,"312","Others"
16027,96,7,852.12,2,5,3,"253","At Risk"
16029,43,76,50992.61,3,5,5,"355","Loyal Customers"
16030,314,1,331.24,1,1,2,"112","Lost"
16031,97,2,548.94,2,3,3,"233","Others"
